site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
2453,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,30,NA,NA,10,NA,35,NA,NA,NA,165,NA,NA,NA,13,NA,NA,13,NA,17,NA,NA,NA,16,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA,3,22.59472084,NA,NA,NA,36,NA,NA,327,NA,44,NA,NA,NA,57,NA,NA,NA,4,NA,NA,7,NA,9,NA,NA,NA,13,226.1982574,2.939711094,4.43200016,3.636502504,37.09434128,20.07414246,9.828126907,10.94094563,878.1407471,-0.443219811,-985.7395576,-1334.989323,AustralPygmyOwl,25
2455,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4.028862,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,114.2059402,4.455112457,4.363329887,12.5672493,34.56814194,23.93070793,12.69228554,6.851958275,874.3302612,-0.466278732,-935.7395576,-1334.989323,AustralPygmyOwl,25
2457,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,60,60,15,90,NA,NA,1,2,20,9,NA,NA,NA,9,15,13,15,NA,NA,13,17,13,13,NA,NA,NA,2,6,2,2,NA,NA,1,2,2,4,3.107620716,NA,NA,NA,365,325,31,344,NA,NA,283,46,254,268,NA,NA,NA,4,5,6,7,NA,NA,10,11,12,13,47.2105484,36.40185928,2.094761372,0.550965726,10.38574123,0.285754919,7.410725594,42.50606155,859.7611694,-0.615659475,-885.7395576,-1334.989323,AustralPygmyOwl,25
2459,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,7.220112324,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,24.95694542,42.81576157,0.987131774,0.040709209,5.079944134,0.220065132,9.75417614,40.72483826,976.315979,1.113434672,-835.7395576,-1334.989323,AustralPygmyOwl,25
2468,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6.029824734,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,37.51583099,41.13936615,1.272042513,0.02466945,2.446469069,0,1.36270535,53.74083328,281.7199707,-0.268612921,-610.7395576,-1334.989323,AustralPygmyOwl,25
2469,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,15,20,NA,35,NA,NA,NA,NA,NA,NA,30,NA,NA,18,13,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,4.736567497,NA,NA,295,6,NA,7,NA,NA,NA,NA,NA,NA,263,NA,NA,3,4,NA,6,NA,NA,NA,NA,NA,NA,13,38.53911591,19.83919907,0.052186534,0.001735205,6.626495838,0,0.019829625,73.26292419,329.4570923,0.042417672,-585.7395576,-1334.989323,AustralPygmyOwl,25
2471,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,30,NA,NA,40,NA,90,300,60,300,170,NA,NA,NA,10,NA,NA,12,NA,13,9,14,7,11,NA,NA,NA,2,NA,NA,1,NA,2,1,1,2,1,4.33894825,NA,NA,NA,6,NA,NA,296,NA,324,291,17,19,302,NA,NA,NA,4,NA,NA,7,NA,9,10,11,12,13,40.6060257,14.01352596,0,0,9.544106483,0.010770194,0.66614449,74.75196075,248.0082397,-0.146423832,-535.7395576,-1334.989323,AustralPygmyOwl,25
2474,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,25,NA,NA,7,60,NA,30,NA,NA,NA,NA,NA,NA,8,NA,NA,10,12,NA,10,NA,NA,NA,NA,NA,NA,9,NA,NA,2,1,NA,7,4.561953068,NA,NA,NA,NA,NA,NA,318,NA,NA,334,3,NA,304,NA,NA,NA,NA,NA,NA,7,NA,NA,10,11,NA,13,44.68976593,46.24843597,0.028722422,0,3.175655842,0,0,50.54993057,252.0337067,0.012584871,-460.7395576,-1334.989323,AustralPygmyOwl,25
2475,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,45,NA,NA,NA,NA,NA,120,55,60,59,NA,90,25,17,NA,NA,NA,NA,NA,14,16,9,9,NA,14,8,6,NA,NA,NA,NA,NA,1,10,3,1,NA,2,1,3.548628807,321,NA,NA,NA,NA,NA,6,12,364,331,NA,35,330,1,NA,NA,NA,NA,NA,7,8,9,10,NA,12,13,42.47293472,18.14291191,0.022097725,0.024925832,7.450106144,0,1.035736918,52.43972778,148.7280731,0.10712944,-435.7395576,-1334.989323,AustralPygmyOwl,25
2476,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45.8265152,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,355.2522583,0.106696621,0.150177374,0.472907841,44.18702316,45.27805328,0.124026157,6.998995304,107.0121689,0.158291906,-1210.739558,-1359.989323,AustralPygmyOwl,25
2480,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,62.26329041,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,419.6061096,0.421655178,1.021771789,0.275851488,27.86476707,17.03077507,1.114155054,5.459777832,177.8039703,0.178894222,-1060.739558,-1359.989323,AustralPygmyOwl,25
2481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,52.98342896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,349.1474915,3.372623205,2.470664263,1.281056643,38.38893509,20.94850349,6.010580063,9.46697998,634.3961792,-0.754193187,-1035.739558,-1359.989323,AustralPygmyOwl,25
2482,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,29,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,44.97121429,NA,NA,NA,NA,NA,NA,NA,289,NA,NA,NA,309,310,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,13,277.8948975,5.547039032,2.359468222,1.753331065,36.88403702,18.65961838,8.512124062,10.38712025,885.2119751,-1.215712786,-1010.739558,-1359.989323,AustralPygmyOwl,25
2483,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,24.5113945,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,NA,NA,233.8631287,2.689394236,5.933411598,3.442974806,40.03022385,25.51232529,6.954895973,8.141633034,796.8622437,-0.279269785,-985.7395576,-1359.989323,AustralPygmyOwl,25
2484,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,60,NA,NA,NA,90,6,NA,75,120,NA,NA,NA,NA,19,NA,NA,NA,10,19,NA,15,22,NA,NA,NA,NA,2,NA,NA,NA,3,2,NA,1,1,NA,8.585594177,NA,NA,NA,36,NA,NA,NA,5,40,NA,284,5,NA,NA,NA,NA,4,NA,NA,NA,8,9,NA,11,12,NA,170.6518555,1.80361104,7.899859905,7.986572266,34.3432045,27.14337921,9.942664146,9.375492096,860.5731812,0.38076055,-960.7395576,-1359.989323,AustralPygmyOwl,25
2486,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.85133481,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,67.37050629,19.5723629,2.351957321,2.377075672,19.32979202,2.322183609,10.96331406,42.9970932,912.1485596,-0.4029966,-910.7395576,-1359.989323,AustralPygmyOwl,25
2487,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.322481632,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,43.69410324,26.45857811,0.929750681,0.079504378,14.57127094,0.228519499,11.61058426,45.37628937,1042.150391,0.557138085,-885.7395576,-1359.989323,AustralPygmyOwl,25
2489,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.454139233,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.38092041,44.17685318,1.206620812,0.039094485,4.301799297,0.088976771,7.649344444,42.3444252,838.4920044,-0.870604634,-835.7395576,-1359.989323,AustralPygmyOwl,25
2490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5.423466682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,20.45633507,46.46246719,0.539694548,0.202812254,2.49635005,0.068749428,6.066301346,43.7855835,835.9772949,-0.25861755,-810.7395576,-1359.989323,AustralPygmyOwl,25
2492,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,6.066078663,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,NA,21.43488693,29.07756424,0.260796249,0.012018293,8.46040535,0.187822461,3.166152716,58.82411957,746.1077271,-0.495757699,-760.7395576,-1359.989323,AustralPygmyOwl,25
2493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4.274792194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,25.99158478,26.63357544,0.131454632,0.155502871,9.420837402,0,1.498193026,61.86405182,496.4026489,-0.250563234,-735.7395576,-1359.989323,AustralPygmyOwl,25
2495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,6.72010231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,30.35419846,41.32839966,0.260678858,0.164955288,4.390663147,0,3.373848915,50.47729492,391.5600891,0.040328685,-685.7395576,-1359.989323,AustralPygmyOwl,25
2496,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6.24867487,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,13,32.60779572,45.6171875,1.389329553,0.070140578,2.329726458,0,3.813450813,46.51309204,303.5339355,-0.36845541,-660.7395576,-1359.989323,AustralPygmyOwl,25
2497,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6.09075737,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,33.91520691,32.85390854,0.514641404,0.065393858,6.356731415,0,1.377845168,58.77896118,344.401947,0.313330531,-635.7395576,-1359.989323,AustralPygmyOwl,25
2505,0,0,0,0,0,0,0,0,0,0,0,0,0,120,240,180,90,120,60,120,219,195,105,178,150,30,9,10,10,14,12,12,10,13,7,9,14,13,12,1,4,1,2,1,1,1,1,2,3,1,2,2,3.548628807,333,39,25,322,333,14,296,362,313,287,55,337,297,1,2,3,4,5,6,7,8,9,10,11,12,13,42.47293472,18.14291191,0.022097725,0.024925832,7.450106144,0,1.035736918,52.43972778,148.7280731,0.10712944,-435.7395576,-1359.989323,AustralPygmyOwl,25
2506,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.548628807,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.47293472,18.14291191,0.022097725,0.024925832,7.450106144,0,1.035736918,52.43972778,148.7280731,0.10712944,-410.7395576,-1359.989323,AustralPygmyOwl,25
2513,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,182,NA,1,120,NA,45,31,6,NA,NA,NA,NA,NA,18,NA,7,15,NA,19,21,14,NA,NA,NA,NA,NA,2,NA,5,1,NA,2,1,2,50.34129715,NA,NA,NA,NA,NA,42,NA,9,285,NA,363,339,361,NA,NA,NA,NA,NA,6,NA,8,9,NA,11,12,13,441.1416321,0.530552804,3.180773258,0.331427187,43.01202393,27.65785408,2.081593513,7.471500397,338.6517334,-0.560490966,-1060.739558,-1384.989323,AustralPygmyOwl,25
2515,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,38.28962708,NA,NA,NA,24,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,8,NA,NA,NA,NA,NA,300.8538208,2.702017307,3.982750416,2.572594404,42.95927048,26.7823658,5.996345043,10.66897202,696.3010254,1.222231507,-1010.739558,-1384.989323,AustralPygmyOwl,25
2516,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,33.13016129,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,NA,218.8976898,6.418869019,2.579816818,2.747460365,33.96533203,15.33803654,11.9862175,11.27312851,1021.245361,2.307360411,-985.7395576,-1384.989323,AustralPygmyOwl,25
2517,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,21.58999634,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,145.9645691,6.276674271,3.204054356,8.504279137,26.25270081,16.93346024,14.23455429,13.9774437,1219.543457,-0.942633867,-960.7395576,-1384.989323,AustralPygmyOwl,25
2518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.593597412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,96.35368347,9.825835228,2.434036493,7.91038084,23.30741692,9.099797249,15.37169266,17.35714149,1101.965332,0.073332049,-935.7395576,-1384.989323,AustralPygmyOwl,25
2520,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4.831784248,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,41.83726501,22.24658203,2.26119256,0.265733987,18.91955376,0.434260428,11.09100056,44.70740128,1008.895203,0.472829759,-885.7395576,-1384.989323,AustralPygmyOwl,25
2521,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,20,NA,NA,37,NA,NA,3,2,9,NA,3,NA,NA,12,NA,NA,20,NA,NA,15,12,14,NA,16,NA,NA,2,NA,NA,2,NA,NA,1,2,1,NA,1,3.983810186,NA,NA,295,NA,NA,7,NA,NA,285,341,30,NA,52,NA,NA,3,NA,NA,6,NA,NA,9,10,11,NA,13,27.76605415,27.81174469,4.630612373,0.471802264,12.31480217,0.066903777,13.03837109,41.43598557,882.3265991,-0.075394019,-860.7395576,-1384.989323,AustralPygmyOwl,25
2522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5.898921967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,20.78042603,37.28281021,1.335919738,0.022768088,8.350647926,0.137168676,11.75636578,40.74453735,1043.642334,0.977712989,-835.7395576,-1384.989323,AustralPygmyOwl,25
2538,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,10,NA,NA,NA,7,NA,NA,NA,NA,NA,12,NA,NA,14,NA,NA,NA,13,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,6,2.710952044,NA,NA,NA,NA,NA,13,NA,NA,297,NA,NA,NA,9,NA,NA,NA,NA,NA,6,NA,NA,9,NA,NA,NA,13,41.21395493,14.24627209,0.058695048,0.019759521,11.2390461,0,1.411612272,66.40380096,110.1393204,-0.164273813,-435.7395576,-1384.989323,AustralPygmyOwl,25
2540,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,91.87525177,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,528.322937,0.27021122,0,0.87218082,31.1399231,16.90503693,1.367618084,6.645619869,41.50735092,0.136765152,-1135.739558,-1409.989323,AustralPygmyOwl,25
2541,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,165,NA,16,NA,10,25,NA,NA,NA,NA,NA,NA,NA,16,NA,19,NA,14,13,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,91.87525177,NA,NA,NA,NA,NA,NA,NA,7,NA,9,NA,342,290,NA,NA,NA,NA,NA,NA,NA,8,NA,10,NA,12,13,528.322937,0.27021122,0,0.87218082,31.1399231,16.90503693,1.367618084,6.645619869,41.50735092,0.136765152,-1110.739558,-1409.989323,AustralPygmyOwl,25
2542,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,50.34129715,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,NA,441.1416321,0.530552804,3.180773258,0.331427187,43.01202393,27.65785408,2.081593513,7.471500397,338.6517334,-0.560490966,-1085.739558,-1409.989323,AustralPygmyOwl,25
2543,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,20,100,NA,NA,145,30,NA,68,NA,NA,NA,NA,NA,7,19,NA,NA,10,11,NA,22,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,1,NA,50.34129715,NA,NA,NA,NA,276,42,NA,NA,45,269,NA,342,NA,NA,NA,NA,NA,5,6,NA,NA,9,10,NA,12,NA,441.1416321,0.530552804,3.180773258,0.331427187,43.01202393,27.65785408,2.081593513,7.471500397,338.6517334,-0.560490966,-1060.739558,-1409.989323,AustralPygmyOwl,25
2544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.06439209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,359.9298706,1.821555734,6.064108849,1.350734591,42.61888885,26.19232941,5.012583733,7.8235116,692.8870239,0.423887998,-1035.739558,-1409.989323,AustralPygmyOwl,25
2545,NA,0,NA,0,NA,0,NA,1,NA,0,0,0,0,NA,180,NA,120,NA,120,NA,20,NA,12,20,90,5,NA,14,NA,17,NA,7,NA,21,NA,11,17,15,11,NA,1,NA,2,NA,2,NA,2,NA,1,2,1,1,15.79826641,NA,53,NA,341,NA,297,NA,56,NA,365,363,14,311,NA,2,NA,4,NA,6,NA,8,NA,10,11,12,13,321.2948608,0.433722109,6.425941944,2.729866505,43.31715393,28.59370804,3.910624027,7.853227139,531.5757446,-3.386494875,-1010.739558,-1409.989323,AustralPygmyOwl,25
2546,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,19.29176521,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,239.1460114,2.813653946,3.829164743,1.954574108,44.51490784,23.50927162,6.71812582,13.29852486,785.2044067,-2.52249074,-985.7395576,-1409.989323,AustralPygmyOwl,25
2548,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,110,10,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,6.799350262,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,315,32,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,13,102.8573608,7.244965553,5.151562691,11.53298855,28.77781487,16.02995491,14.86066914,15.07072258,863.7893677,-0.715699196,-935.7395576,-1409.989323,AustralPygmyOwl,25
