site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,herb,shrub,elev,tpi,tri,X,Y,species,resolution
1344,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,10,NA,22,30,NA,NA,NA,60,NA,NA,NA,NA,NA,18,NA,7,12,NA,NA,NA,8,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,1,3.859745979,NA,NA,NA,NA,NA,35,NA,33,298,NA,NA,NA,344,NA,NA,NA,NA,NA,6,NA,8,9,NA,NA,NA,13,11.08715343,36.23574066,41.71034622,0,0,4.860793591,0.107681125,53.24889374,413.6626587,0.058056321,4.382089615,-523.2395576,-1437.489323,WhiteTroatedCaracara,20
1345,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,4,NA,NA,NA,NA,6.819682598,NA,NA,NA,NA,NA,38,NA,31,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,9,NA,NA,NA,NA,11.13528156,36.6658287,20.86223793,0,0.007980994,9.429419518,0.10123767,69.61437225,394.3377686,0.094493158,5.118235111,-503.2395576,-1437.489323,WhiteTroatedCaracara,20
1346,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2.966903925,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,11.67241859,37.19925308,6.985812664,0,0,10.79970455,0.034434479,82.19210052,289.4297485,0.082977332,17.35095024,-483.2395576,-1437.489323,WhiteTroatedCaracara,20
1347,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,2.772934914,NA,NA,NA,NA,NA,NA,NA,34,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,12.63431263,38.30127335,21.84665489,0.081385702,0,10.68885612,0.317236871,66.96013641,81.64822388,-0.166078657,8.644910812,-463.2395576,-1437.489323,WhiteTroatedCaracara,20
1352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,105.0567703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,8.198696136,488.0049133,0,0.297064662,1.380454779,41.61858368,4.196138859,9.27521801,149.2973328,-0.808460951,20.37442589,-1123.239558,-1457.489323,WhiteTroatedCaracara,20
1357,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,120,NA,60,183,10,60,152,10,111,50,NA,NA,NA,9,NA,13,11,12,22,16,11,13,18,NA,NA,NA,2,NA,1,1,1,2,1,1,1,1,13.11300945,NA,NA,NA,343,NA,302,51,26,54,289,14,19,310,NA,NA,NA,4,NA,6,7,8,9,10,11,12,13,4.878259182,268.3506165,9.162769318,2.386383772,2.460011005,22.96841812,16.46020508,7.537482738,1036.859131,-0.766719639,230.0504303,-1023.239558,-1457.489323,WhiteTroatedCaracara,20
1358,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,15,NA,NA,NA,180,NA,60,180,NA,NA,NA,NA,NA,15,NA,NA,NA,9,NA,18,15,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,2,NA,13.11300945,NA,NA,NA,NA,47,NA,NA,NA,55,NA,335,58,NA,NA,NA,NA,NA,5,NA,NA,NA,9,NA,11,12,NA,4.878259182,268.3506165,9.162769318,2.386383772,2.460011005,22.96841812,16.46020508,7.537482738,1036.859131,-0.766719639,230.0504303,-1003.239558,-1457.489323,WhiteTroatedCaracara,20
1361,0,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,150,85,35,45,90,50,NA,NA,15,NA,210,NA,NA,10,12,10,12,15,18,NA,NA,16,NA,18,NA,NA,1,1,1,1,1,1,NA,NA,3,NA,2,NA,NA,2.295858145,283,304,261,360,262,262,NA,NA,22,NA,298,NA,NA,1,2,3,4,5,6,NA,NA,9,NA,11,NA,NA,6.445457458,122.2762833,1.893740654,4.001608849,15.18242836,32.04333115,13.5172596,13.67661095,889.4765015,-2.417295694,79.44411469,-943.2395576,-1457.489323,WhiteTroatedCaracara,20
1362,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,5.16594553,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,13,6.594947338,85.68527222,6.676418781,2.705708981,11.62015533,25.14854431,18.98574257,24.22409439,915.5137939,-2.063591242,47.83589554,-923.2395576,-1457.489323,WhiteTroatedCaracara,20
1363,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6.342750072,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,13,6.595162868,59.03409576,18.48379517,2.593244076,1.113229871,18.8036232,12.65523815,45.38332367,978.1293945,-1.055293918,37.98836517,-903.2395576,-1457.489323,WhiteTroatedCaracara,20
1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.737945795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10.98999786,35.93599701,29.78729248,0,0,8.618538857,0.04852302,61.56906509,428.9798584,0.515268981,12.15430164,-543.2395576,-1457.489323,WhiteTroatedCaracara,20
1384,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,3.859834433,NA,NA,NA,NA,NA,36,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,NA,NA,NA,NA,NA,12.308074,37.43978119,16.22836494,0.006550281,0,11.75030518,0.04977392,71.94054413,144.3149414,0.140549883,14.44562435,-483.2395576,-1457.489323,WhiteTroatedCaracara,20
1385,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,180,NA,NA,NA,10,240,180,60,10,54,180,120,NA,18,NA,NA,NA,16,7,15,17,18,16,19,15,NA,5,NA,NA,NA,2,1,2,1,2,1,1,1,1.544841886,NA,49,NA,NA,NA,36,315,327,293,292,262,333,281,NA,2,NA,NA,NA,6,7,8,9,10,11,12,13,12.60066605,36.62438583,13.76836491,0.385026664,0.063456729,8.877339363,2.58933115,54.41822433,43.75489807,-0.245731413,7.639592648,-463.2395576,-1457.489323,WhiteTroatedCaracara,20
1386,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17,180,NA,NA,30,38,NA,NA,NA,NA,NA,NA,NA,10,15,NA,NA,14,11,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,2,1,1.544841886,NA,NA,NA,NA,NA,NA,NA,281,43,NA,NA,27,347,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,12,13,12.60066605,36.62438583,13.76836491,0.385026664,0.063456729,8.877339363,2.58933115,54.41822433,43.75489807,-0.245731413,7.639592648,-443.2395576,-1457.489323,WhiteTroatedCaracara,20
1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19.94014549,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,7.58875227,427.2005005,0.046449024,3.968284607,1.016428351,44.23929977,0.657593548,6.463830471,432.7576599,-0.396524101,116.9396439,-1043.239558,-1477.489323,WhiteTroatedCaracara,20
1396,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,98,20,50,120,102,59,25,24,NA,NA,NA,NA,NA,14,10,17,18,11,18,17,7,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,1,6.450373173,NA,NA,NA,NA,NA,296,299,260,3,292,308,350,285,NA,NA,NA,NA,NA,6,7,8,9,10,11,12,13,8.071028709,392.3814697,0.402776808,3.011961222,0.452785552,39.43315887,2.565514326,7.25094986,364.1037292,-2.437377214,105.7782516,-1023.239558,-1477.489323,WhiteTroatedCaracara,20
1397,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,100,NA,120,4,NA,NA,60,NA,NA,NA,NA,NA,NA,17,NA,14,10,NA,NA,18,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,2,NA,NA,5.255451679,NA,NA,NA,NA,343,NA,365,51,NA,NA,335,NA,NA,NA,NA,NA,NA,5,NA,7,8,NA,NA,11,NA,NA,5.8434515,289.5523987,5.250873566,2.895944595,1.801577568,34.01478958,13.66923904,10.39417934,827.168396,1.184594512,212.4237823,-1003.239558,-1477.489323,WhiteTroatedCaracara,20
1398,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,112,5,NA,45,NA,15,NA,NA,NA,NA,NA,NA,NA,11,15,NA,18,NA,11,NA,NA,NA,NA,NA,NA,NA,2,3,NA,2,NA,1,3.703274488,NA,NA,NA,NA,NA,NA,NA,31,22,NA,250,NA,11,NA,NA,NA,NA,NA,NA,NA,8,9,NA,11,NA,13,6.12955904,234.3502197,3.19169879,3.510965586,2.965283394,40.67787933,9.740625381,12.42493057,819.1461182,1.390241146,177.1838989,-983.2395576,-1477.489323,WhiteTroatedCaracara,20
1399,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,20,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,14,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,1,5.945485115,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,29,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,NA,13,5.300494194,166.2651062,3.912018538,3.250865221,6.342778206,34.65975571,11.73285103,11.79913998,1024.256104,1.327117443,136.4107513,-963.2395576,-1477.489323,WhiteTroatedCaracara,20
1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4.493783951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,4.930418491,113.9934998,3.244613886,1.276057839,13.02200699,31.4186306,14.90252209,12.47105694,1142.812622,2.852700949,67.66466522,-943.2395576,-1477.489323,WhiteTroatedCaracara,20
1406,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.69444418,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,9.593403816,25.52202606,35.08989334,5.266524315,0.488192558,7.485095024,7.49237299,44.03091049,556.0291748,-0.031675246,3.928082705,-823.2395576,-1477.489323,WhiteTroatedCaracara,20
1420,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,11,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,2.225596189,NA,NA,NA,NA,NA,NA,NA,NA,16,336,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,12,NA,12.03301144,37.36096954,14.5763073,0.017705262,0.012576018,13.04405975,0,72.33151245,224.9935303,-0.105353191,16.83169556,-543.2395576,-1477.489323,WhiteTroatedCaracara,20
1421,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,4,20,10,3,NA,NA,NA,NA,NA,15,NA,NA,NA,16,12,10,8,NA,NA,NA,NA,NA,5,NA,NA,NA,1,1,1,5,3.48819375,NA,NA,NA,NA,NA,17,NA,NA,NA,336,325,249,10,NA,NA,NA,NA,NA,6,NA,NA,NA,10,11,12,13,12.62624645,37.97227097,20.28184319,0.030500663,0,11.00917339,0.119070917,68.41104126,90.62757111,-0.128693253,8.791670799,-523.2395576,-1477.489323,WhiteTroatedCaracara,20
1422,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,7,15,NA,NA,45,9,NA,NA,NA,NA,NA,NA,NA,7,10,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,4,1,2.914039135,NA,NA,NA,NA,NA,NA,NA,38,300,NA,NA,38,9,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,12,13,12.72171879,37.29289246,22.08160973,0,0,9.51181221,0.52890116,67.43943024,52.14080811,-0.108659953,4.802535534,-503.2395576,-1477.489323,WhiteTroatedCaracara,20
1423,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,26,NA,11,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,10,NA,17,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,1,NA,2.073001146,NA,NA,NA,NA,NA,21,NA,NA,NA,273,NA,7,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,10,NA,12,NA,12.60363102,36.99604416,27.78593063,0,0.023095522,9.610090256,0.540393949,61.80042648,53.86857224,-0.057922542,5.020554543,-483.2395576,-1477.489323,WhiteTroatedCaracara,20
1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,39,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,3.536664248,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,291,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,NA,12.3292675,35.53686523,10.83129501,0,0,13.22152805,2.614449739,72.67457581,82.54940033,0.324253947,10.97007084,-463.2395576,-1477.489323,WhiteTroatedCaracara,20
1425,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,270,NA,NA,NA,NA,60,NA,90,68,NA,250,NA,150,11,NA,NA,NA,NA,11,NA,12,16,NA,12,NA,13,3,NA,NA,NA,NA,1,NA,5,1,NA,2,NA,1,3.536664248,8,NA,NA,NA,NA,270,NA,31,18,NA,350,NA,17,1,NA,NA,NA,NA,6,NA,8,9,NA,11,NA,13,12.3292675,35.53686523,10.83129501,0,0,13.22152805,2.614449739,72.67457581,82.54940033,0.324253947,10.97007084,-443.2395576,-1477.489323,WhiteTroatedCaracara,20
1432,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,78.04821777,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7.98339653,494.7344055,0.286158323,0.639314592,2.731644392,35.72838211,0.994969606,11.52163506,212.3498993,-1.630665183,44.27943802,-1103.239558,-1497.489323,WhiteTroatedCaracara,20
1438,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,60,NA,53,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,14,NA,12,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,4.82767868,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,299,NA,352,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,NA,13,6.055337429,238.9173737,2.976626396,2.87251091,3.675919533,41.08831024,9.888646126,14.24405956,809.0120239,-3.057548761,164.644989,-983.2395576,-1497.489323,WhiteTroatedCaracara,20
1439,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33703709,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.540565491,157.2344055,3.214880943,2.001881123,10.57263088,31.48939133,9.937885284,11.39354038,1152.179688,2.830883026,118.3706818,-963.2395576,-1497.489323,WhiteTroatedCaracara,20
1440,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,8.229607582,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,12,NA,4.457305908,111.3697662,4.871474743,0.326451689,10.87634373,24.57310295,17.09210396,12.59015369,1218.954346,-1.321550369,60.44227219,-943.2395576,-1497.489323,WhiteTroatedCaracara,20
1441,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,4.979279041,NA,NA,NA,11,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,5.233159542,81.41420746,10.91605473,1.416701317,5.051028252,18.41080666,20.93606377,21.80861855,1137.280884,-0.317680925,50.65739059,-923.2395576,-1497.489323,WhiteTroatedCaracara,20
1442,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.192556858,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.363441467,59.60796738,18.80839348,0.597789347,0.221175343,14.64465618,17.22501564,48.16134644,1002.87915,-0.430693746,43.01040649,-903.2395576,-1497.489323,WhiteTroatedCaracara,20
1444,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,15,NA,38,NA,NA,40,NA,NA,1,NA,NA,NA,NA,11,NA,12,NA,NA,7,NA,NA,16,NA,NA,NA,NA,1,NA,2,NA,NA,3,NA,NA,1,NA,4.152945995,NA,NA,NA,11,NA,8,NA,NA,22,NA,NA,296,NA,NA,NA,NA,4,NA,6,NA,NA,9,NA,NA,12,NA,8.645655632,38.03578568,20.39815903,5.144758224,0.817893922,12.67389679,8.139019012,52.61734772,653.5523682,-0.0514374,2.851406097,-863.2395576,-1497.489323,WhiteTroatedCaracara,20
1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.225729942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10.38344288,34.10589981,20.12588882,0,0.050112516,11.91380787,1.177233338,66.67290497,529.5596924,1.078070641,14.82068157,-583.2395576,-1497.489323,WhiteTroatedCaracara,20
1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.776288033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11.7867136,36.62491226,18.48943901,0,0.116116002,10.30021667,1.002580404,69.72027588,267.8161316,0.231901467,23.624403,-563.2395576,-1497.489323,WhiteTroatedCaracara,20
1461,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,150,NA,90,NA,NA,120,240,270,120,22,9,20,180,17,NA,11,NA,NA,15,15,14,6,8,18,10,9,1,NA,10,NA,NA,6,3,2,1,1,1,1,1,1.035314441,24,NA,302,NA,NA,269,57,270,327,338,302,297,355,1,NA,3,NA,NA,6,7,8,9,10,11,12,13,12.85326576,37.99716568,21.62479591,0.120147526,0,7.99752903,4.317948818,52.03303146,20.28934288,-0.084851339,1.114018083,-523.2395576,-1497.489323,WhiteTroatedCaracara,20
1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49.16113663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6.648928642,445.9894409,2.098545074,3.083678246,1.268304944,41.66740417,3.61238718,10.94110203,524.0475464,-1.123588204,149.7751007,-1063.239558,-1517.489323,WhiteTroatedCaracara,20
1473,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,14,60,5,10,NA,10,4,9,NA,NA,NA,NA,NA,9,8,17,13,NA,12,17,12,NA,NA,NA,NA,NA,2,5,1,3,NA,2,1,2,5.534170151,NA,NA,NA,NA,NA,284,51,288,22,NA,357,356,304,NA,NA,NA,NA,NA,6,7,8,9,NA,11,12,13,6.350853443,241.7997131,1.582684159,6.992128372,5.558312416,38.98952484,8.393424988,11.5966711,722.3687744,-2.280368567,172.7689667,-983.2395576,-1517.489323,WhiteTroatedCaracara,20
